timestamp,value
0.0,0.0
1.0,0.0031415874858795635
2.0,0.006283143965558951
3.0,0.009424638433144006
4.0,0.012566039883352607
5.0,0.015707317311820675
6.0,0.018848439715408175
7.0,0.02198937609250511
8.0,0.02513009544333748
9.0,0.028270566770273252
10.0,0.03141075907812829
11.0,0.03455064137447227
12.0,0.03769018266993454
13.0,0.040829351978509995
14.0,0.04396811831786491
15.0,0.047106450709642665
16.0,0.050244318179769556
17.0,0.053381689758760474
18.0,0.05651853448202453
19.0,0.059654821390170705
20.0,0.06279051952931337
21.0,0.06592559795137785
22.0,0.0690600257144058
23.0,0.0721937718828606
24.0,0.07532680552793272
25.0,0.07845909572784494
26.0,0.08159061156815754
27.0,0.08472132214207345
28.0,0.08785119655074318
29.0,0.09098020390356992
30.0,0.09410831331851433
31.0,0.09723549392239933
32.0,0.1003617148512149
33.0,0.10348694525042253
34.0,0.10661115427525991
35.0,0.10973431109104527
36.0,0.11285638487348168
37.0,0.11597734480896137
38.0,0.11909716009486974
39.0,0.12221579993988944
40.0,0.12533323356430426
41.0,0.12844943020030286
42.0,0.1315643590922825
43.0,0.1346779894971526
44.0,0.13779029068463808
45.0,0.14090123193758267
46.0,0.14401078255225216
47.0,0.14711891183863737
48.0,0.15022558912075706
49.0,0.15333078373696063
50.0,0.15643446504023087
51.0,0.1595366023984863
52.0,0.16263716519488358
53.0,0.1657361228281197
54.0,0.1688334447127339
55.0,0.17192910027940955
56.0,0.17502305897527606
57.0,0.17811529026421014
58.0,0.18120576362713736
59.0,0.18429444856233332
60.0,0.18738131458572463
61.0,0.1904663312311899
62.0,0.19354946805086026
63.0,0.19663069461542007
64.0,0.19970998051440703
65.0,0.2027872953565125
66.0,0.20586260876988133
67.0,0.2089358904024117
68.0,0.21200710992205463
69.0,0.21507623701711337
70.0,0.21814324139654254
71.0,0.2212080927902471
72.0,0.22427076094938117
73.0,0.22733121564664643
74.0,0.23038942667659057
75.0,0.23344536385590542
76.0,0.2364989970237247
77.0,0.23955029604192185
78.0,0.24259923079540743
79.0,0.24564577119242634
80.0,0.2486898871648548
81.0,0.25173154866849706
82.0,0.25477072568338216
83.0,0.25780738821405985
84.0,0.26084150628989694
85.0,0.26387304996537286
86.0,0.26690198932037557
87.0,0.2699282944604964
88.0,0.2729519355173252
89.0,0.27597288264874575
90.0,0.2789911060392293
91.0,0.28200657590012945
92.0,0.2850192624699761
93.0,0.2880291360147692
94.0,0.2910361668282718
95.0,0.294040325232304
96.0,0.2970415815770349
97.0,0.30003990624127624
98.0,0.30303526963277394
99.0,0.30602764218850076
100.0,0.3090169943749474
101.0,0.31200329668841487
102.0,0.3149865196553048
103.0,0.31796663383241097
104.0,0.3209436098072095
105.0,0.3239174181981494
106.0,0.32688802965494246
107.0,0.3298554148588529
108.0,0.3328195445229867
109.0,0.33578038939258065
110.0,0.3387379202452914
111.0,0.3416921078914833
112.0,0.34464292317451706
113.0,0.34759033697103703
114.0,0.350534320191259
115.0,0.35347484377925714
116.0,0.35641187871325075
117.0,0.35934539600589066
118.0,0.3622753667045457
119.0,0.3652017618915878
120.0,0.368124552684678
121.0,0.371043710237051
122.0,0.37395920573780045
123.0,0.37687101041216264
124.0,0.3797790955218011
125.0,0.3826834323650898
126.0,0.38558399227739654
127.0,0.38848074663136606
128.0,0.3913736668372024
129.0,0.394262724342951
130.0,0.3971478906347806
131.0,0.4000291372372648
132.0,0.40290643571366264
133.0,0.4057797576662
134.0,0.40864907473634904
135.0,0.4115143586051088
136.0,0.41437558099328414
137.0,0.4172327136617653
138.0,0.42008572841180625
139.0,0.4229345970853033
140.0,0.42577929156507266
141.0,0.4286197837751284
142.0,0.43145604568095897
143.0,0.43428804928980463
144.0,0.4371157666509329
145.0,0.43993916985591514
146.0,0.4427582310389015
147.0,0.4455729223768963
148.0,0.44838321609003223
149.0,0.4511890844418451
150.0,0.4539904997395468
151.0,0.45678743433429947
152.0,0.45957986062148787
153.0,0.4623677510409918
154.0,0.46515107807745837
155.0,0.4679298142605734
156.0,0.4707039321653326
157.0,0.4734734044123121
158.0,0.4762382036679391
159.0,0.478998302644761
160.0,0.4817536741017153
161.0,0.484504290844398
162.0,0.4872501257253323
163.0,0.48999115164423657
164.0,0.49272734154829156
165.0,0.4954586684324076
166.0,0.4981851053394908
167.0,0.5009066253607098
168.0,0.5036232016357608
169.0,0.5063348073531325
170.0,0.5090414157503713
171.0,0.5117430001143449
172.0,0.5144395337815064
173.0,0.5171309901381572
174.0,0.5198173426207096
175.0,0.5224985647159488
176.0,0.5251746299612957
177.0,0.5278455119450665
178.0,0.530511184306734
179.0,0.5331716207371886
180.0,0.5358267949789967
181.0,0.5384766808266602
182.0,0.5411212521268759
183.0,0.5437604827787924
184.0,0.5463943467342691
185.0,0.5490228179981318
186.0,0.5516458706284303
187.0,0.554263478736694
188.0,0.556875616488188
189.0,0.559482258102167
190.0,0.5620833778521306
191.0,0.564678950066077
192.0,0.5672689491267565
193.0,0.5698533494719238
194.0,0.5724321255945909
195.0,0.5750052520432786
196.0,0.5775727034222676
197.0,0.5801344543918494
198.0,0.5826904796685761
199.0,0.5852407540255101
200.0,0.5877852522924731
201.0,0.5903239493562945
202.0,0.5928568201610592
203.0,0.595383839708355
204.0,0.5979049830575188
205.0,0.600420225325884
206.0,0.6029295416890247
207.0,0.6054329073810014
208.0,0.6079302976946054
209.0,0.6104216879816026
210.0,0.6129070536529765
211.0,0.6153863701791715
212.0,0.6178596130903343
213.0,0.620326757976556
214.0,0.6227877804881126
215.0,0.6252426563357052
216.0,0.6276913612907006
217.0,0.6301338711853691
218.0,0.6325701619131244
219.0,0.6350002094287607
220.0,0.6374239897486897
221.0,0.6398414789511784
222.0,0.6422526531765844
223.0,0.6446574886275913
224.0,0.6470559615694443
225.0,0.6494480483301837
226.0,0.6518337253008788
227.0,0.6542129689358611
228.0,0.6565857557529565
229.0,0.658952062333717
230.0,0.6613118653236518
231.0,0.6636651414324585
232.0,0.6660118674342517
233.0,0.668352020167793
234.0,0.67068557653672
235.0,0.6730125135097733
236.0,0.6753328081210245
237.0,0.6776464374701023
238.0,0.6799533787224192
239.0,0.6822536091093965
240.0,0.6845471059286887
241.0,0.6868338465444083
242.0,0.6891138083873485
243.0,0.6913869689552065
244.0,0.693653305812805
245.0,0.6959127965923144
246.0,0.6981654189934726
247.0,0.7004111507838063
248.0,0.7026499697988492
249.0,0.7048818539423615
250.0,0.7071067811865475
251.0,0.7093247295722739
252.0,0.7115356772092853
253.0,0.7137396022764213
254.0,0.7159364830218311
255.0,0.7181262977631888
256.0,0.7203090248879069
257.0,0.7224846428533499
258.0,0.7246531301870467
259.0,0.7268144654869029
260.0,0.7289686274214116
261.0,0.7311155947298641
262.0,0.7332553462225601
263.0,0.7353878607810158
264.0,0.7375131173581739
265.0,0.7396310949786097
266.0,0.7417417727387392
267.0,0.743845129807025
268.0,0.7459411454241821
269.0,0.7480297989033825
270.0,0.7501110696304596
271.0,0.7521849370641114
272.0,0.7542513807361038
273.0,0.756310380251472
274.0,0.7583619152887219
275.0,0.7604059656000309
276.0,0.7624425110114479
277.0,0.7644715314230917
278.0,0.7664930068093498
279.0,0.7685069172190767
280.0,0.7705132427757893
281.0,0.7725119636778645
282.0,0.7745030601987338
283.0,0.7764865126870786
284.0,0.7784623015670235
285.0,0.7804304073383297
286.0,0.7823908105765881
287.0,0.7843434919334101
288.0,0.7862884321366189
289.0,0.7882256119904401
290.0,0.7901550123756904
291.0,0.7920766142499671
292.0,0.7939903986478353
293.0,0.7958963466810158
294.0,0.797794439538571
295.0,0.7996846584870906
296.0,0.8015669848708765
297.0,0.8034414001121276
298.0,0.805307885711122
299.0,0.8071664232464003
300.0,0.8090169943749475
301.0,0.8108595808323734
302.0,0.812694164433094
303.0,0.8145207270705094
304.0,0.8163392507171839
305.0,0.8181497174250234
306.0,0.8199521093254524
307.0,0.8217464086295903
308.0,0.8235325976284275
309.0,0.8253106586929996
310.0,0.8270805742745618
311.0,0.8288423269047619
312.0,0.8305958991958127
313.0,0.8323412738406634
314.0,0.8340784336131711
315.0,0.8358073613682703
316.0,0.8375280400421418
317.0,0.8392404526523817
318.0,0.840944582298169
319.0,0.8426404121604323
320.0,0.8443279255020151
321.0,0.8460071056678422
322.0,0.8476779360850832
323.0,0.8493404002633166
324.0,0.8509944817946918
325.0,0.8526401643540922
326.0,0.8542774316992952
327.0,0.855906267671133
328.0,0.8575266561936523
329.0,0.8591385812742725
330.0,0.8607420270039436
331.0,0.862336977557304
332.0,0.8639234171928353
333.0,0.8655013302530189
334.0,0.86707070116449
335.0,0.8686315144381912
336.0,0.8701837546695257
337.0,0.8717274065385089
338.0,0.8732624548099202
339.0,0.8747888843334528
340.0,0.8763066800438636
341.0,0.8778158269611217
342.0,0.8793163101905562
343.0,0.8808081149230036
344.0,0.8822912264349533
345.0,0.8837656300886935
346.0,0.8852313113324553
347.0,0.8866882557005565
348.0,0.8881364488135446
349.0,0.8895758763783379
350.0,0.8910065241883678
351.0,0.8924283781237179
352.0,0.8938414241512638
353.0,0.8952456483248117
